,city_development_index,relevent_experience,education_level,experience,last_new_job,target
2010,0.92,0,2.0,0.0,3.0,1
2011,0.925,1,2.0,0.0,4.0,0
2012,0.55,1,2.0,0.0,3.0,1
2024,0.939,1,2.0,0.0,5.0,1
2028,0.7959999999999999,0,2.0,0.0,1.0,0
2031,0.479,0,2.0,0.0,3.0,1
2035,0.6659999999999999,1,2.0,0.0,2.0,1
2036,0.624,0,2.0,0.0,4.0,1
2037,0.887,0,2.0,0.0,2.1882634428913237,0
2043,0.884,0,2.0,0.0,2.0,0
2045,0.754,0,2.0,0.0,3.0,0
2060,0.887,1,2.0,7.0,2.1882634428913237,0
2062,0.802,1,2.0,0.0,5.0,0
2066,0.6659999999999999,0,2.0,0.0,1.0,1
2070,0.887,0,2.0,0.0,5.0,0
2088,0.5579999999999999,1,2.0,0.0,1.0,0
2096,0.764,1,2.0,0.0,3.0,1
2106,0.624,0,2.0,19.0,2.1882634428913237,1
2113,0.913,1,2.0,0.0,3.0,1
2117,0.7659999999999999,0,2.0,0.0,2.0,1
2118,0.92,1,2.0,0.0,2.1882634428913237,0
2122,0.762,1,2.0,0.0,1.0,1
2124,0.5579999999999999,1,2.0,0.0,0.0,1
2128,0.887,1,2.0,0.0,3.0,1
2131,0.745,0,2.0,0.0,0.0,0
2133,0.727,0,2.0,0.0,1.0,1
2138,0.866,0,2.0,0.0,1.0,1
2142,0.7659999999999999,1,2.0,0.0,2.0,0
2165,0.762,0,2.0,0.0,3.0,0
2166,0.895,1,2.0,0.0,2.0,1
2176,0.527,1,2.0,0.0,1.0,0
2177,0.949,1,2.0,0.0,5.0,0
2186,0.84,1,2.0,0.0,0.0,0
2189,0.939,0,2.0,0.0,3.0,0
2193,0.691,1,2.0,0.0,2.0,0
2226,0.682,1,2.0,0.0,4.0,0
2242,0.802,0,2.0,0.0,1.0,0
2246,0.767,1,2.0,0.0,3.0,1
2250,0.645,1,2.0,0.0,2.0,0
2268,0.802,1,2.0,0.0,5.0,1
2283,0.6659999999999999,0,2.0,0.0,5.0,0
2285,0.804,1,2.0,0.0,0.0,1
2295,0.579,1,2.0,0.0,2.0,1
2314,0.743,0,2.0,0.0,1.0,1
2316,0.84,1,2.0,0.0,1.0,1
2319,0.727,1,2.0,0.0,4.0,0
2326,0.897,1,2.0,0.0,3.0,0
2348,0.913,1,2.0,0.0,5.0,1
2351,0.74,1,2.0,0.0,0.0,0
2362,0.763,1,2.0,0.0,1.0,0
2369,0.91,0,2.0,0.0,3.0,0
2378,0.856,0,2.0,0.0,1.0,0
2393,0.887,1,2.0,0.0,2.0,0
2399,0.743,1,2.0,0.0,5.0,0
2402,0.698,0,2.0,2.0,2.1882634428913237,0
2404,0.579,0,2.0,1.0,2.1882634428913237,1
2405,0.91,0,2.0,5.0,2.1882634428913237,0
2406,0.8959999999999999,0,2.0,0.0,0.0,1
2409,0.925,0,2.0,0.0,5.0,0
2411,0.866,1,2.0,0.0,2.0,1
2417,0.743,1,2.0,0.0,1.0,0
2424,0.899,1,2.0,0.0,1.0,1
2425,0.855,0,2.0,0.0,5.0,0
2426,0.624,0,2.0,0.0,2.1882634428913237,1
2432,0.802,0,2.0,0.0,4.0,0
2439,0.92,0,2.0,0.0,4.0,1
2443,0.682,1,2.0,0.0,1.0,1
2448,0.738,1,2.0,0.0,3.0,0
2480,0.893,1,2.0,0.0,3.0,0
2485,0.903,1,2.0,0.0,2.1882634428913237,0
2489,0.897,0,2.0,0.0,2.1882634428913237,0
2494,0.923,1,2.0,0.0,2.0,0
2498,0.6890000000000001,1,2.0,0.0,1.0,1
2518,0.897,0,4.0,4.0,2.1882634428913237,0
2538,0.866,1,2.0,0.0,5.0,0
2540,0.579,0,2.0,0.0,1.0,1
2548,0.516,1,2.0,0.0,5.0,1
2552,0.887,1,2.0,0.0,2.1882634428913237,1
2562,0.913,1,2.0,0.0,2.0,1
2573,0.7659999999999999,1,2.0,0.0,5.0,0
2579,0.91,1,4.0,0.0,5.0,1
2581,0.915,0,2.0,0.0,0.0,0
2602,0.738,0,2.0,0.0,1.0,0
2608,0.6659999999999999,1,2.0,0.0,3.0,0
2609,0.682,0,2.0,0.0,0.0,1
2611,0.848,1,2.0,0.0,1.0,0
2612,0.7659999999999999,0,2.0,0.0,1.0,1
2644,0.903,0,2.0,0.0,1.0,0
2646,0.913,0,2.0,0.0,2.0,1
2653,0.647,1,2.0,0.0,0.0,0
2675,0.795,1,2.0,0.0,1.0,0
2680,0.802,1,2.0,0.0,3.0,0
2690,0.7959999999999999,1,2.0,0.0,2.0,0
2698,0.7879999999999999,1,2.0,0.0,2.0,0
2714,0.804,0,2.0,0.0,2.0,0
2717,0.903,0,2.0,0.0,0.0,0
2729,0.843,0,2.0,4.0,2.1882634428913237,0
2737,0.923,0,2.0,0.0,5.0,0
2751,0.802,1,2.0,6.0,2.1882634428913237,0
2753,0.6659999999999999,1,2.0,0.0,0.0,0
2761,0.624,0,2.0,0.0,2.0,1
2765,0.83,1,2.0,0.0,1.0,0
2767,0.698,0,2.0,2.0,2.1882634428913237,1
2781,0.743,1,2.0,0.0,2.1882634428913237,0
2786,0.78,0,2.0,0.0,5.0,0
2791,0.762,1,2.0,0.0,2.0,1
2792,0.884,1,2.0,0.0,0.0,0
2794,0.794,1,2.0,0.0,2.0,0
2796,0.764,1,2.0,0.0,2.0,0
2798,0.887,1,2.0,0.0,5.0,1
2801,0.527,1,2.0,0.0,0.0,1
2806,0.763,1,2.0,0.0,0.0,0
2807,0.923,1,2.0,0.0,5.0,1
2812,0.527,0,2.0,0.0,1.0,1
2819,0.767,1,2.0,0.0,3.0,0
2833,0.939,0,2.0,0.0,5.0,0
2837,0.789,1,2.0,0.0,1.0,0
2849,0.691,0,2.0,0.0,2.0,0
2851,0.925,0,2.0,0.0,1.0,1
2863,0.743,1,2.0,0.0,1.0,1
2867,0.804,1,2.0,0.0,0.0,0
2871,0.836,0,2.0,0.0,1.0,0
2874,0.921,0,2.0,0.0,1.0,1
2875,0.698,1,2.0,0.0,4.0,1
2889,0.691,1,2.0,0.0,5.0,0
2892,0.926,0,2.0,0.0,4.0,1
2893,0.878,1,2.0,21.0,2.1882634428913237,0
2898,0.949,0,2.0,0.0,3.0,0
2916,0.7759999999999999,0,2.0,0.0,0.0,1
2917,0.898,1,2.0,0.0,1.0,0
2934,0.74,1,2.0,0.0,2.0,0
2938,0.493,1,2.0,0.0,1.0,1
2939,0.763,0,2.0,0.0,2.0,0
2963,0.878,0,2.0,0.0,3.0,1
2998,0.926,1,2.0,0.0,3.0,1
3007,0.802,0,2.0,0.0,0.0,1
3014,0.895,1,2.0,0.0,5.0,1
3015,0.847,0,2.0,0.0,0.0,1
3035,0.856,0,2.0,0.0,0.0,0
3048,0.682,1,2.0,0.0,5.0,0
3050,0.722,1,2.0,0.0,5.0,1
3053,0.847,0,2.0,0.0,5.0,0
3094,0.698,0,2.0,0.0,2.1882634428913237,0
3096,0.68,0,2.0,0.0,2.0,0
3101,0.55,1,2.0,0.0,5.0,0
3116,0.762,0,2.0,0.0,0.0,1
3124,0.925,1,2.0,0.0,0.0,0
3131,0.843,0,2.0,0.0,0.0,1
3140,0.556,1,2.0,0.0,0.0,0
3143,0.754,1,2.0,0.0,0.0,0
3159,0.6659999999999999,0,2.0,0.0,3.0,0
3169,0.89,0,2.0,0.0,0.0,0
3172,0.895,1,2.0,0.0,4.0,0
3185,0.579,1,2.0,0.0,1.0,1
3206,0.893,0,2.0,0.0,1.0,1
3214,0.698,0,2.0,4.0,2.1882634428913237,1
3218,0.878,0,4.0,0.0,1.0,0
3221,0.74,1,2.0,0.0,4.0,0
3227,0.843,1,2.0,0.0,4.0,0
3233,0.579,1,2.0,0.0,4.0,0
3241,0.847,1,2.0,0.0,1.0,0
3252,0.925,1,2.0,0.0,1.0,1
3260,0.794,1,2.0,0.0,0.0,0
3263,0.855,0,2.0,0.0,0.0,1
3266,0.856,1,2.0,0.0,3.0,0
3276,0.915,0,2.0,0.0,1.0,0
3293,0.68,1,2.0,0.0,1.0,0
3295,0.624,0,2.0,0.0,2.0,0
3317,0.762,1,2.0,0.0,4.0,0
3320,0.794,0,2.0,0.0,0.0,0
3329,0.923,1,2.0,0.0,3.0,0
3330,0.949,1,2.0,0.0,5.0,1
3333,0.512,1,2.0,0.0,5.0,0
3341,0.527,0,2.0,0.0,0.0,0
3343,0.895,1,2.0,0.0,3.0,0
3353,0.949,1,2.0,0.0,3.0,0
3355,0.92,1,2.0,18.0,2.1882634428913237,0
3360,0.878,0,2.0,0.0,5.0,0
3375,0.7659999999999999,0,2.0,0.0,1.0,0
3384,0.8959999999999999,0,2.0,0.0,0.0,0
3388,0.64,1,2.0,0.0,1.0,0
3390,0.884,0,2.0,0.0,1.0,1
3393,0.847,1,2.0,0.0,3.0,0
3403,0.527,1,2.0,0.0,2.0,1
3419,0.794,1,2.0,0.0,4.0,0
3428,0.895,1,4.0,0.0,5.0,0
3432,0.6890000000000001,0,2.0,3.0,2.1882634428913237,1
3435,0.887,1,2.0,0.0,0.0,1
3440,0.924,0,2.0,0.0,2.0,0
3460,0.843,0,2.0,0.0,0.0,0
3464,0.6890000000000001,0,2.0,0.0,3.0,0
3469,0.624,0,2.0,3.0,2.1882634428913237,1
3472,0.479,1,2.0,0.0,5.0,0
3475,0.74,1,2.0,0.0,5.0,0
3478,0.527,1,2.0,0.0,1.0,1
3497,0.763,0,2.0,0.0,1.0,0
3529,0.725,0,2.0,0.0,2.0,1
3566,0.794,1,2.0,0.0,1.0,1
3571,0.895,0,2.0,0.0,5.0,0
3572,0.878,0,2.0,0.0,4.0,0
3576,0.897,0,2.0,0.0,2.0,1
3593,0.89,0,2.0,0.0,1.0,1
3629,0.691,0,2.0,0.0,0.0,0
3630,0.895,1,2.0,0.0,2.0,0
3638,0.7390000000000001,0,2.0,0.0,2.1882634428913237,0
3662,0.897,1,2.0,0.0,5.0,1
3663,0.5579999999999999,0,2.0,0.0,0.0,0
3677,0.8270000000000001,1,2.0,0.0,0.0,0
3697,0.915,1,2.0,0.0,5.0,0
3703,0.84,0,2.0,0.0,1.0,1
3706,0.925,0,2.0,0.0,1.0,0
3709,0.856,1,2.0,0.0,0.0,0
3713,0.899,0,2.0,0.0,1.0,0
3719,0.794,1,2.0,0.0,2.1882634428913237,0
3734,0.8270000000000001,1,2.0,0.0,5.0,1
3797,0.887,0,2.0,0.0,3.0,1
3805,0.698,1,2.0,0.0,2.1882634428913237,0
3812,0.738,1,2.0,0.0,2.0,0
3818,0.856,1,2.0,0.0,1.0,1
3831,0.925,1,2.0,0.0,5.0,1
3845,0.794,0,2.0,4.0,2.1882634428913237,0
3850,0.769,1,2.0,0.0,2.0,0
3873,0.579,0,2.0,0.0,0.0,1
3879,0.725,0,2.0,0.0,2.0,0
3881,0.55,1,2.0,0.0,0.0,0
3882,0.887,1,2.0,0.0,2.0,1
3884,0.738,0,2.0,0.0,0.0,0
3923,0.897,0,0.0,3.0,2.1882634428913237,0
3925,0.763,1,2.0,0.0,4.0,0
3931,0.767,0,2.0,0.0,1.0,0
3950,0.762,0,2.0,0.0,5.0,1
3982,0.925,0,2.0,0.0,3.0,0
3986,0.897,1,2.0,0.0,3.0,1
4010,0.7390000000000001,1,2.0,0.0,5.0,0
4061,0.898,1,2.0,0.0,5.0,0
4075,0.7659999999999999,1,2.0,0.0,2.0,1
4080,0.925,0,2.0,0.0,0.0,0
4081,0.89,1,2.0,0.0,1.0,1
4084,0.7759999999999999,1,2.0,0.0,1.0,1
4087,0.887,0,2.0,0.0,4.0,1
4102,0.742,0,2.0,0.0,5.0,0
4109,0.68,1,2.0,0.0,1.0,1
4115,0.624,0,2.0,5.0,2.1882634428913237,0
4164,0.866,1,2.0,0.0,5.0,1
4175,0.887,0,2.0,0.0,5.0,1
4188,0.848,0,2.0,0.0,0.0,0
4203,0.903,0,2.0,0.0,1.0,1
4209,0.6890000000000001,0,2.0,0.0,1.0,0
4210,0.691,1,2.0,0.0,5.0,1
4211,0.899,0,2.0,0.0,0.0,1
4235,0.804,1,2.0,0.0,5.0,1
4241,0.856,1,2.0,0.0,4.0,0
4242,0.691,0,2.0,0.0,1.0,1
4245,0.804,0,2.0,0.0,3.0,0
4258,0.926,0,2.0,0.0,3.0,0
4265,0.865,1,2.0,0.0,4.0,0
4267,0.878,1,2.0,0.0,2.0,1
4274,0.843,1,2.0,0.0,2.0,0
4292,0.563,1,2.0,0.0,1.0,1
4296,0.794,1,2.0,0.0,3.0,0
4304,0.884,1,2.0,0.0,1.0,1
4311,0.897,0,2.0,7.0,2.1882634428913237,0
4312,0.903,0,2.0,0.0,3.0,0
4327,0.579,1,2.0,0.0,5.0,1
4332,0.903,1,2.0,0.0,0.0,1
4341,0.899,0,2.0,1.0,2.1882634428913237,0
4350,0.7659999999999999,1,2.0,0.0,0.0,0
4389,0.804,0,2.0,0.0,5.0,1
4390,0.8270000000000001,0,2.0,0.0,3.0,1
4402,0.7959999999999999,0,2.0,0.0,0.0,0
4415,0.794,1,2.0,21.0,2.1882634428913237,0
4431,0.6890000000000001,1,2.0,0.0,2.0,0
4435,0.897,1,2.0,0.0,4.0,1
4471,0.8270000000000001,1,2.0,0.0,4.0,0
4483,0.897,0,2.0,5.0,2.1882634428913237,0
4487,0.897,1,2.0,16.0,2.1882634428913237,0
4517,0.921,0,2.0,0.0,1.0,0
4528,0.579,1,2.0,0.0,2.0,0
4538,0.855,0,2.0,0.0,3.0,1
4548,0.555,0,2.0,0.0,1.0,1
4557,0.647,0,2.0,0.0,0.0,0
4568,0.92,0,2.0,4.0,2.1882634428913237,0
4571,0.7390000000000001,0,2.0,0.0,1.0,1
4590,0.856,1,2.0,0.0,5.0,1
4591,0.794,0,2.0,0.0,1.0,1
4601,0.754,0,2.0,0.0,0.0,1
4605,0.727,1,2.0,0.0,1.0,1
4607,0.8270000000000001,0,2.0,0.0,2.0,0
4609,0.738,0,2.0,0.0,5.0,1
4614,0.579,0,4.0,0.0,1.0,0
4632,0.899,1,2.0,0.0,4.0,0
4636,0.804,1,2.0,0.0,3.0,1
4641,0.893,0,2.0,0.0,4.0,0
4655,0.848,0,2.0,0.0,1.0,0
4659,0.8959999999999999,1,2.0,0.0,3.0,0
4662,0.8270000000000001,0,2.0,0.0,5.0,0
4666,0.6890000000000001,1,2.0,0.0,3.0,0
4667,0.74,1,2.0,0.0,1.0,0
4671,0.884,1,2.0,8.0,2.1882634428913237,0
4674,0.516,0,2.0,0.0,1.0,1
4675,0.925,0,2.0,0.0,0.0,1
4676,0.563,1,2.0,0.0,0.0,1
4691,0.775,1,2.0,0.0,3.0,1
4704,0.895,0,2.0,0.0,2.0,0
4708,0.624,0,2.0,7.0,2.1882634428913237,0
4711,0.866,0,2.0,0.0,1.0,0
4718,0.903,1,2.0,0.0,0.0,0
4739,0.939,1,2.0,0.0,2.1882634428913237,0
4744,0.4479999999999999,0,2.0,0.0,0.0,1
4749,0.8270000000000001,1,2.0,0.0,2.0,1
4753,0.6890000000000001,0,4.0,0.0,0.0,0
4769,0.624,0,2.0,1.0,2.1882634428913237,1
4776,0.555,1,2.0,0.0,0.0,1
4789,0.727,1,2.0,0.0,3.0,0
4798,0.848,0,2.0,0.0,2.0,1
4820,0.754,0,2.0,0.0,5.0,1
4845,0.843,1,2.0,0.0,4.0,1
4851,0.887,1,2.0,0.0,2.1882634428913237,0
4861,0.848,0,2.0,0.0,3.0,0
4868,0.84,1,2.0,0.0,4.0,0
4896,0.884,0,2.0,0.0,0.0,1
4900,0.789,0,2.0,0.0,4.0,0
4905,0.555,0,2.0,0.0,0.0,0
4918,0.91,1,2.0,0.0,3.0,1
4920,0.563,0,2.0,0.0,1.0,1
4924,0.647,0,2.0,0.0,0.0,1
4984,0.866,1,2.0,0.0,3.0,0
5004,0.848,1,2.0,0.0,5.0,1
5024,0.6890000000000001,1,2.0,0.0,5.0,1
5040,0.479,1,2.0,0.0,5.0,1
5053,0.926,1,2.0,0.0,2.1882634428913237,0
5059,0.897,1,2.0,0.0,2.0,1
5063,0.897,0,2.0,8.0,2.1882634428913237,0
5065,0.843,0,2.0,0.0,4.0,0
5071,0.884,1,2.0,0.0,4.0,0
5079,0.8270000000000001,0,2.0,0.0,1.0,1
5085,0.725,1,2.0,0.0,1.0,0
5122,0.7659999999999999,0,2.0,0.0,0.0,1
5150,0.794,0,2.0,5.0,2.1882634428913237,0
5160,0.7759999999999999,1,2.0,0.0,5.0,1
5174,0.762,0,2.0,0.0,2.0,0
5179,0.624,0,2.0,0.0,3.0,0
5190,0.767,1,2.0,16.0,2.1882634428913237,0
5196,0.89,0,2.0,0.0,2.0,0
5240,0.847,1,2.0,0.0,5.0,0
5242,0.754,0,2.0,0.0,3.0,1
5250,0.624,0,4.0,0.0,1.0,1
5252,0.949,1,2.0,0.0,2.1882634428913237,0
5280,0.55,0,2.0,4.0,2.1882634428913237,0
5296,0.923,1,2.0,0.0,0.0,0
5298,0.775,0,2.0,0.0,1.0,1
5336,0.516,0,2.0,0.0,1.0,0
5343,0.866,1,2.0,0.0,0.0,1
5347,0.745,1,2.0,0.0,0.0,0
5352,0.754,0,2.0,0.0,4.0,1
5358,0.512,1,2.0,0.0,1.0,0
5363,0.795,1,2.0,0.0,2.0,0
5384,0.743,0,2.0,0.0,1.0,0
5436,0.682,1,2.0,0.0,0.0,1
5438,0.556,0,2.0,0.0,1.0,1
5447,0.693,1,2.0,0.0,1.0,0
5455,0.923,0,2.0,0.0,5.0,1
5517,0.899,0,2.0,0.0,2.0,0
5519,0.767,0,2.0,0.0,0.0,1
5531,0.949,0,2.0,0.0,0.0,0
5558,0.6890000000000001,0,2.0,0.0,0.0,1
5567,0.4479999999999999,1,2.0,0.0,1.0,1
5577,0.884,1,2.0,0.0,5.0,1
5584,0.738,1,2.0,0.0,4.0,1
5602,0.647,1,2.0,0.0,5.0,0
5622,0.762,0,2.0,0.0,1.0,0
5623,0.866,1,2.0,0.0,1.0,1
5628,0.691,1,2.0,0.0,1.0,0
5641,0.913,1,2.0,0.0,0.0,0
5643,0.895,0,2.0,0.0,4.0,0
5657,0.915,1,2.0,0.0,3.0,0
5665,0.887,0,2.0,0.0,0.0,1
5672,0.913,0,2.0,0.0,0.0,1
5702,0.743,0,2.0,0.0,2.0,0
5712,0.555,1,2.0,0.0,5.0,0
5723,0.847,0,2.0,0.0,3.0,0
5735,0.939,1,2.0,0.0,4.0,1
5744,0.915,1,2.0,0.0,2.0,1
5757,0.926,0,2.0,2.0,2.1882634428913237,0
5776,0.55,1,2.0,0.0,0.0,1
5778,0.6659999999999999,1,2.0,0.0,3.0,1
5781,0.754,0,2.0,0.0,2.0,0
5793,0.802,0,2.0,4.0,2.1882634428913237,0
5796,0.775,1,2.0,0.0,5.0,1
5797,0.884,1,2.0,0.0,4.0,1
5798,0.738,0,2.0,0.0,0.0,1
5801,0.701,1,2.0,0.0,3.0,0
5802,0.887,0,2.0,0.0,2.0,0
5809,0.579,0,2.0,2.0,2.1882634428913237,1
5813,0.7390000000000001,0,2.0,0.0,0.0,0
5848,0.527,0,2.0,0.0,2.0,1
5857,0.518,1,2.0,0.0,2.0,1
5867,0.5579999999999999,1,2.0,0.0,4.0,1
5876,0.865,1,2.0,0.0,3.0,0
5928,0.802,1,2.0,0.0,1.0,1
5935,0.68,1,2.0,0.0,2.0,0
5936,0.91,1,2.0,0.0,4.0,1
5954,0.738,1,2.0,0.0,5.0,0
5982,0.691,1,2.0,0.0,1.0,1
5995,0.691,0,2.0,0.0,4.0,0
6015,0.55,1,2.0,0.0,4.0,1
6054,0.55,0,2.0,0.0,2.0,1
6064,0.624,1,2.0,3.0,2.1882634428913237,0
6068,0.913,0,2.0,0.0,4.0,0
6105,0.764,0,2.0,0.0,1.0,0
6127,0.4479999999999999,0,2.0,0.0,4.0,1
6143,0.55,1,2.0,0.0,4.0,0
6166,0.5579999999999999,1,2.0,0.0,5.0,0
6172,0.939,0,2.0,0.0,0.0,1
6174,0.8240000000000001,1,2.0,0.0,1.0,0
6182,0.6890000000000001,1,2.0,0.0,4.0,0
6203,0.527,1,2.0,0.0,5.0,1
6206,0.789,1,2.0,0.0,5.0,0
6223,0.8270000000000001,0,2.0,0.0,4.0,0
6271,0.924,0,2.0,0.0,0.0,1
6272,0.624,0,2.0,2.0,2.1882634428913237,1
6275,0.83,1,2.0,0.0,2.0,0
6295,0.763,0,2.0,0.0,0.0,1
6297,0.727,1,2.0,0.0,1.0,0
6304,0.74,1,2.0,0.0,2.0,1
6324,0.624,0,4.0,0.0,0.0,1
6348,0.691,1,2.0,0.0,0.0,1
6354,0.878,1,2.0,0.0,4.0,0
6378,0.5579999999999999,1,2.0,0.0,2.0,1
6406,0.518,0,2.0,0.0,0.0,1
6419,0.865,1,2.0,0.0,0.0,0
6425,0.92,1,2.0,0.0,2.1882634428913237,1
6437,0.926,0,2.0,0.0,2.1882634428913237,0
6483,0.7759999999999999,0,2.0,0.0,0.0,0
6545,0.91,0,4.0,0.0,2.0,0
6547,0.913,0,2.0,0.0,2.0,0
6576,0.855,0,2.0,0.0,5.0,1
6586,0.624,1,4.0,0.0,2.0,0
6587,0.6890000000000001,1,2.0,0.0,2.1882634428913237,0
6599,0.848,0,2.0,0.0,1.0,1
6614,0.701,0,2.0,0.0,1.0,1
6625,0.55,0,4.0,0.0,0.0,0
6635,0.848,1,2.0,0.0,0.0,0
6640,0.74,1,2.0,0.0,1.0,1
6646,0.693,1,2.0,0.0,4.0,0
6666,0.682,1,2.0,12.0,2.1882634428913237,1
6670,0.701,1,2.0,0.0,2.0,1
6674,0.903,0,2.0,0.0,0.0,1
6680,0.895,0,2.0,8.0,2.1882634428913237,0
6700,0.939,0,2.0,0.0,4.0,0
6702,0.698,1,4.0,0.0,1.0,1
6711,0.7390000000000001,0,2.0,9.0,2.1882634428913237,1
6712,0.487,1,2.0,0.0,1.0,1
6745,0.7959999999999999,0,2.0,0.0,0.0,1
6746,0.5579999999999999,1,2.0,0.0,0.0,0
6752,0.743,0,2.0,0.0,2.0,1
6753,0.645,1,2.0,0.0,1.0,0
6773,0.555,0,2.0,0.0,2.0,0
6779,0.518,0,2.0,0.0,5.0,1
6792,0.804,1,2.0,4.0,2.1882634428913237,0
6793,0.682,0,2.0,0.0,4.0,1
6821,0.913,0,2.0,0.0,5.0,0
6822,0.939,0,2.0,0.0,5.0,1
6839,0.856,1,2.0,0.0,5.0,0
6845,0.735,1,2.0,0.0,2.0,1
6847,0.915,1,2.0,0.0,5.0,1
6852,0.727,1,2.0,0.0,5.0,1
6858,0.847,1,2.0,0.0,4.0,0
6873,0.89,1,2.0,0.0,0.0,0
6897,0.897,0,2.0,5.0,2.1882634428913237,1
6923,0.92,0,2.0,3.0,2.1882634428913237,0
6938,0.647,0,2.0,0.0,1.0,0
6956,0.722,1,2.0,0.0,2.0,0
6961,0.64,1,2.0,0.0,0.0,0
6991,0.74,0,2.0,0.0,2.1882634428913237,1
6994,0.899,0,2.0,0.0,3.0,0
7001,0.8270000000000001,1,2.0,0.0,3.0,0
7028,0.555,1,2.0,0.0,2.0,0
7051,0.795,0,2.0,0.0,3.0,0
7085,0.789,1,2.0,0.0,2.0,1
7112,0.843,0,2.0,0.0,2.1882634428913237,1
7122,0.579,1,2.0,0.0,2.1882634428913237,1
7154,0.647,0,2.0,0.0,2.0,1
7163,0.55,1,2.0,1.0,2.1882634428913237,1
7173,0.624,1,2.0,12.0,2.1882634428913237,0
7176,0.764,0,2.0,0.0,2.0,1
7184,0.89,0,2.0,0.0,3.0,1
7196,0.897,0,4.0,0.0,1.0,0
7201,0.924,0,2.0,0.0,2.0,1
7214,0.836,1,2.0,0.0,1.0,1
7223,0.7759999999999999,1,2.0,0.0,4.0,0
7224,0.8959999999999999,0,2.0,0.0,2.1882634428913237,0
7237,0.855,1,2.0,0.0,1.0,1
7242,0.915,1,2.0,0.0,2.1882634428913237,0
7244,0.555,1,2.0,0.0,0.0,0
7257,0.897,1,2.0,0.0,0.0,1
7292,0.843,1,2.0,0.0,3.0,0
7330,0.743,1,2.0,7.0,2.1882634428913237,1
7344,0.89,1,2.0,0.0,2.0,1
7362,0.924,0,4.0,0.0,0.0,0
7367,0.913,0,4.0,0.0,0.0,1
7429,0.479,0,2.0,0.0,2.0,1
7439,0.856,1,2.0,0.0,2.1882634428913237,1
7458,0.493,0,2.0,0.0,1.0,0
7468,0.8270000000000001,1,2.0,0.0,4.0,1
